Name of State/UTs,District,Health Block,Type of Facility (Category),Name of Facility,Urban/Rural
Kerala,Alappuzha,Champakulam,SHC,FWC Kelamangalam,Rural
Kerala,Alappuzha,Veliyanad,SHC,FWC Kidangara,Rural
Kerala,Alappuzha,Champakulam,SHC,FWC Kodupunna,Rural
Kerala,Alappuzha,Champakulam,SHC,FWC Koilmukku,Rural
Kerala,Alappuzha,Veliyanad,SHC,FWC Kunnamkary,Rural
Kerala,Alappuzha,Veliyanad,SHC,FWC Kunnumma,Rural
Kerala,Alappuzha,Champakulam,SHC,FWC Kunnumma,Rural
Kerala,Alappuzha,Champakulam,SHC,FWC Kuppapuram,Rural
Kerala,Alappuzha,Champakulam,SHC,FWC Kuttamangalam,Rural
Kerala,Alappuzha,Veliyanad,SHC,FWC Lizyo,Rural
Kerala,Alappuzha,Champakulam,SHC,FWC Main Centre Chempumpuram,Rural
Kerala,Alappuzha,Champakulam,SHC,FWC Main Centre Edathua,Rural
Kerala,Alappuzha,Veliyanad,SHC,FWC Main Centre Kavalam,Rural
Kerala,Alappuzha,Champakulam,SHC,FWC Main Centre Kuppapuram,Rural
Kerala,Alappuzha,Veliyanad,SHC,FWC Main Centre Muttar,Rural
Kerala,Alappuzha,Veliyanad,SHC,FWC Main Centre Ramankary,Rural
Kerala,Alappuzha,Champakulam,SHC,FWC Main Centre Thalavady,Rural
Kerala,Alappuzha,Veliyanad,SHC,FWC Main Centre Veliyanad,Rural
Kerala,Alappuzha,Champakulam,SHC,FWC Manapra,Rural
Kerala,Alappuzha,Veliyanad,SHC,FWC Mancompu,Rural
Kerala,Alappuzha,Veliyanad,SHC,FWC Mankottachira,Rural
Kerala,Alappuzha,Veliyanad,SHC,FWC Muttar,Rural
Kerala,Alappuzha,Champakulam,SHC,FWC Nadubhagam,Rural
Kerala,Alappuzha,Champakulam,SHC,FWC Naduvilemury,Rural
Kerala,Alappuzha,Veliyanad,SHC,FWC Nazarath,Rural
Kerala,Alappuzha,Champakulam,SHC,FWC Nedumudy,Rural
Kerala,Alappuzha,Champakulam,SHC,FWC Neerettupuram,Rural
Kerala,Alappuzha,Veliyanad,SHC,FWC North Veliyanad,Rural
Kerala,Alappuzha,Veliyanad,SHC,FWC Pacha,Rural
Kerala,Alappuzha,Champakulam,SHC,FWC Padaharam,Rural
Kerala,Alappuzha,Veliyanad,SHC,FWC Pandankary,Rural
Kerala,Alappuzha,Champakulam,SHC,FWC Ponga,Rural
Kerala,Alappuzha,Champakulam,SHC,FWC Poonthuruthy,Rural
Kerala,Alappuzha,Veliyanad,SHC,FWC Pulincunnu,Rural
Kerala,Alappuzha,Champakulam,SHC,FWC Pullangady,Rural
Kerala,Alappuzha,Champakulam,SHC,FWC Punnakunnam,Rural
Kerala,Alappuzha,Veliyanad,SHC,FWC Ramankary,Rural
Kerala,Alappuzha,Veliyanad,SHC,FWC Sreemoolam,Rural
Kerala,Alappuzha,Champakulam,SHC,FWC Thalavady North,Rural
Kerala,Alappuzha,Champakulam,SHC,FWC Thalavady South,Rural
Kerala,Alappuzha,Veliyanad,SHC,FWC Thayamkary,Rural
Kerala,Alappuzha,Champakulam,SHC,FWC Thekkekara,Rural
Kerala,Alappuzha,Champakulam,SHC,FWC Thekkemury,Rural
Kerala,Alappuzha,Champakulam,SHC,FWC Thennadi,Rural
Kerala,Alappuzha,Champakulam,SHC,FWC Thottuvathala,Rural
Kerala,Alappuzha,Veliyanad,SHC,FWC Valady,Rural
Kerala,Alappuzha,Champakulam,SHC,FWC Vattadi,Rural
Kerala,Alappuzha,Veliyanad,SHC,FWC Vezhapra,Rural
Kerala,Alappuzha,Champakulam,SHC,FWC Viripala,Rural
Kerala,Alappuzha,Champakulam,SHC,FWC Vysumbhagam,Rural
Kerala,Alappuzha,Veliyanad,SDH,THQH Pulinkunnu,Rural
Kerala,Alappuzha,Bharanicavu,CHC,Chunakara CHC,Rural
Kerala,Alappuzha,Mavelikkara,CHC,Kurathicad CHC,Rural
Kerala,Alappuzha,Notmapped,DH,DH Mavelikkara,Urban
Kerala,Alappuzha,Bharanicavu,PHC,Bharanicavu PHC,Rural
Kerala,Alappuzha,Mavelikkara,PHC,Chennithala PHC,Rural
Kerala,Alappuzha,Mavelikkara,PHC,Chettikulangara PHC,Rural
Kerala,Alappuzha,Bharanicavu,PHC,Nooranad PHC,Rural
Kerala,Alappuzha,Bharanicavu,PHC,Palamel PHC,Rural
Kerala,Alappuzha,Bharanicavu,PHC,Thamarakulam PHC,Rural
Kerala,Alappuzha,Mavelikkara,PHC,Thazhakkara PHC,Rural
Kerala,Alappuzha,Bharanicavu,PHC,Vallikunnam PHC,Rural
Kerala,Alappuzha,Mavelikkara,SHC,FWC Akanattukara,Rural
Kerala,Alappuzha,Mavelikkara,SHC,FWC Anjilipra,Rural
Kerala,Alappuzha,Mavelikkara,SHC,FWC Arunoottimangalam,Rural
Kerala,Alappuzha,Bharanicavu,SHC,FWC Bharanicavu,Rural
Kerala,Alappuzha,Mavelikkara,SHC,FWC Chennithala South,Rural
Kerala,Alappuzha,Mavelikkara,SHC,FWC Chennithala West,Rural
Kerala,Alappuzha,Mavelikkara,SHC,FWC Cherukol,Rural
Kerala,Alappuzha,Mavelikkara,SHC,FWC Chettikulangara,Rural
Kerala,Alappuzha,Bharanicavu,SHC,FWC Chunakara East,Rural
Kerala,Alappuzha,Bharanicavu,SHC,FWC Chunakara North,Rural
Kerala,Alappuzha,Bharanicavu,SHC,FWC Edakunnam,Rural
Kerala,Alappuzha,Bharanicavu,SHC,FWC Elippakulam,Rural
Kerala,Alappuzha,Mavelikkara,SHC,FWC Erezha North,Rural
Kerala,Alappuzha,Mavelikkara,SHC,FWC Erezha South,Rural
Kerala,Alappuzha,Bharanicavu,SHC,FWC Kaduvinal,Rural
Kerala,Alappuzha,Bharanicavu,SHC,FWC Kanchukode,Rural
Kerala,Alappuzha,Mavelikkara,SHC,FWC Kannamangalam,Rural
Kerala,Alappuzha,Bharanicavu,SHC,FWC Kannanamkuzhy,Rural
Kerala,Alappuzha,Bharanicavu,SHC,FWC Kannimel,Rural
Kerala,Alappuzha,Mavelikkara,SHC,FWC Karazhma,Rural
Kerala,Alappuzha,Bharanicavu,SHC,FWC Karimulackal,Rural
Kerala,Alappuzha,Bharanicavu,SHC,FWC Kattachira,Rural
Kerala,Alappuzha,Bharanicavu,SHC,FWC Kattanam,Rural
Kerala,Alappuzha,Mavelikkara,SHC,FWC Koipallykarazhma,Rural
Kerala,Alappuzha,Bharanicavu,SHC,FWC Komalloor,Rural
Kerala,Alappuzha,Bharanicavu,SHC,FWC Kottakkattussery,Rural
Kerala,Alappuzha,Bharanicavu,SHC,FWC Kudassanad,Rural
Kerala,Alappuzha,Mavelikkara,SHC,FWC Kulanjikarazhma,Rural
Kerala,Alappuzha,Mavelikkara,SHC,FWC Kunnam,Rural
Kerala,Alappuzha,Mavelikkara,SHC,FWC Main Centre Bharanicavu,Rural
Kerala,Alappuzha,Mavelikkara,SHC,FWC Main Centre Chennithala,Rural
Kerala,Alappuzha,Bharanicavu,SHC,FWC Main Centre Chunakara,Rural
Kerala,Alappuzha,Mavelikkara,SHC,FWC Main Centre Kurathikad,Rural
Kerala,Alappuzha,Bharanicavu,SHC,FWC Main Centre Nooranad,Rural
Kerala,Alappuzha,Bharanicavu,SHC,FWC Main Centre Palamel,Rural
Kerala,Alappuzha,Bharanicavu,SHC,FWC Main Centre Thamarakulam,Rural
Kerala,Alappuzha,Bharanicavu,SHC,FWC Mattappally,Rural
Kerala,Alappuzha,Mavelikkara,SHC,FWC Nadakavu,Rural
Kerala,Alappuzha,Bharanicavu,SHC,FWC Nooranad North,Rural
Kerala,Alappuzha,Bharanicavu,SHC,FWC Nooranad South,Rural
Kerala,Alappuzha,Mavelikkara,SHC,FWC North Mankuzhy,Rural
Kerala,Alappuzha,Bharanicavu,SHC,FWC Pachakkadu,Rural
Kerala,Alappuzha,Bharanicavu,SHC,FWC Palamel East,Rural
Kerala,Alappuzha,Bharanicavu,SHC,FWC Palamel West,Rural
Kerala,Alappuzha,Mavelikkara,SHC,FWC Pallckal East,Rural
Kerala,Alappuzha,Bharanicavu,SHC,FWC Panayil,Rural
Kerala,Alappuzha,Mavelikkara,SHC,FWC Pela,Rural
Kerala,Alappuzha,Bharanicavu,SHC,FWC Pulimel,Rural
Kerala,Alappuzha,Bharanicavu,SHC,FWC Puthanchanda,Rural
Kerala,Alappuzha,Bharanicavu,SHC,FWC South Mankuzhy,Rural
Kerala,Alappuzha,Bharanicavu,SHC,FWC Thaliradi,Rural
Kerala,Alappuzha,Bharanicavu,SHC,FWC Thamarakulam,Rural
Kerala,Alappuzha,Mavelikkara,SHC,FWC Thazhakara East,Rural
Kerala,Alappuzha,Mavelikkara,SHC,FWC Thazhakara West,Rural
Kerala,Alappuzha,Mavelikkara,SHC,FWC Thekkekara North,Rural
Kerala,Alappuzha,Mavelikkara,SHC,FWC Thekkekara South,Rural
Kerala,Alappuzha,Mavelikkara,SHC,FWC Thriperumthura,Rural
Kerala,Alappuzha,Mavelikkara,SHC,FWC Umbarnad,Rural
Kerala,Alappuzha,Mavelikkara,SHC,FWC Vathikulam,Rural
Kerala,Alappuzha,Mavelikkara,SHC,FWC Vazhuvadi,Rural
Kerala,Alappuzha,Bharanicavu,SHC,FWC Vederaplavu,Rural
Kerala,Alappuzha,Bharanicavu,SHC,FWC Vettikode,Rural
Kerala,Alappuzha,Mavelikkara,SHC,FWC Vettiyar,Rural
Kerala,Alappuzha,Bharanicavu,SHC,Main Centre Vallikunnam,Rural
Kerala,Alappuzha,Notmapped,SHC,UHWC Mavelikkara,Urban
Kerala,Alappuzha,Notmapped,SHC,UHWC Punnammood,Urban
Kerala,Ernakulam,Angamali,CHC,CHC Kalady,Rural
Kerala,Ernakulam,Parakkadav,CHC,Chengamanad CHC,Rural
Kerala,Ernakulam,Notmapped,DH,DH Aluva,Urban
Kerala,Ernakulam,Angamali,PHC,Ayyampuzha PHC,Rural
Kerala,Ernakulam,Vazhakkulam,PHC,Choornikkara PHC,Rural
Kerala,Ernakulam,Parakkadav,PHC,Chowara PHC,Rural
Kerala,Ernakulam,Vazhakkulam,PHC,Edathala PHC,Rural
Kerala,Ernakulam,Angamali,PHC,Kanjoor PHC,Rural
Kerala,Ernakulam,Vazhakkulam,PHC,Keezhmad PHC,Rural
Kerala,Ernakulam,Angamali,PHC,Malayattoor PHC,Rural
Kerala,Ernakulam,Angamali,PHC,Manjapra PHC,Rural
Kerala,Ernakulam,Angamali,PHC,Mookanoor PHC,Rural
Kerala,Ernakulam,Parakkadav,PHC,Nedumbassery PHC,Rural
Kerala,Ernakulam,Angamali,PHC,Palisery PHC,Rural
Kerala,Ernakulam,Parakkadav,PHC,Parakadavu PHC,Rural
Kerala,Ernakulam,Angamali,PHC,Thuravoor PHC,Rural
Kerala,Ernakulam,Angamali,SHC,FWC Amalapuram,Rural
Kerala,Ernakulam,Vazhakkulam,SHC,FWC Ambattukavu 1,Rural
Kerala,Ernakulam,Vazhakkulam,SHC,FWC Ambattukavu 2,Rural
Kerala,Ernakulam,Vazhakkulam,SHC,FWC Ashokapuram,Rural
Kerala,Ernakulam,Vazhakkulam,SHC,FWC Asokapuram,Rural
Kerala,Ernakulam,Vazhakkulam,SHC,FWC Chalakkal,Rural
Kerala,Ernakulam,Angamali,SHC,FWC Chandrapura,Rural
Kerala,Ernakulam,Parakkadav,SHC,FWC Cheriya Vappalassery,Rural
Kerala,Ernakulam,Parakkadav,SHC,FWC Chowara,Rural
Kerala,Ernakulam,Angamali,SHC,FWC Chully,Rural
Kerala,Ernakulam,Vazhakkulam,SHC,FWC Chunamgaveli,Rural
Kerala,Ernakulam,Angamali,SHC,FWC Cutting Plantation,Rural
Kerala,Ernakulam,Parakkadav,SHC,FWC Desam,Rural
Kerala,Ernakulam,Angamali,SHC,FWC Edakunnu,Rural
Kerala,Ernakulam,Vazhakkulam,SHC,FWC Edathala,Rural
Kerala,Ernakulam,Parakkadav,SHC,FWC Elavoor,Rural
Kerala,Ernakulam,Angamali,SHC,FWC Illithode,Rural
Kerala,Ernakulam,Angamali,SHC,FWC Kadapara,Rural
Kerala,Ernakulam,Angamali,SHC,FWC Kalady Main Center,Rural
Kerala,Ernakulam,Angamali,SHC,FWC Karayamparambu,Rural
Kerala,Ernakulam,Angamali,SHC,FWC Karukutty,Rural
Kerala,Ernakulam,Vazhakkulam,SHC,FWC Kavumkaparambu,Rural
Kerala,Ernakulam,Parakkadav,SHC,FWC Keezhpariyaram,Rural
Kerala,Ernakulam,Angamali,SHC,FWC Kidangoor,Rural
Kerala,Ernakulam,Angamali,SHC,FWC Kokkunnu,Rural
Kerala,Ernakulam,Angamali,SHC,FWC Kottaman,Rural
Kerala,Ernakulam,Vazhakkulam,SHC,FWC Kunjattukara 1,Rural
Kerala,Ernakulam,Vazhakkulam,SHC,FWC Kunjattukara 2,Rural
Kerala,Ernakulam,Parakkadav,SHC,FWC Kurumasery,Rural
Kerala,Ernakulam,Vazhakkulam,SHC,FWC Kuttamasery,Rural
Kerala,Ernakulam,Vazhakkulam,SHC,FWC Kuzhivelippady,Rural
Kerala,Ernakulam,Parakkadav,SHC,FWC Maikkad,Rural
Kerala,Ernakulam,Parakkadav,SHC,FWC Maincentre Chengamanad,Rural
Kerala,Ernakulam,Vazhakkulam,SHC,FWC Main Centre Choornikkara,Rural
Kerala,Ernakulam,Vazhakkulam,SHC,FWC Main Centre Edathala,Rural
Kerala,Ernakulam,Vazhakkulam,SHC,FWC Main Centre Keezhmad,Rural
Kerala,Ernakulam,Parakkadav,SHC,FWC Main Centre Nedumbassery,Rural
Kerala,Ernakulam,Angamali,SHC,FWC Malayattoor,Rural
Kerala,Ernakulam,Parakkadav,SHC,FWC Mallusery,Rural
Kerala,Ernakulam,Parakkadav,SHC,FWC Mambra,Rural
Kerala,Ernakulam,Angamali,SHC,FWC Manikkamangalam,Rural
Kerala,Ernakulam,Angamali,SHC,FWC Manjapra,Rural
Kerala,Ernakulam,Alangad,SHC,FWC Mariyappady,Rural
Kerala,Ernakulam,Angamali,SHC,FWC Moonamparambu,Rural
Kerala,Ernakulam,Angamali,SHC,FWC Naduvattom,Rural
Kerala,Ernakulam,Parakkadav,SHC,FWC Neduvanoor,Rural
Kerala,Ernakulam,Angamali,SHC,FWC Palakkal,Rural
Kerala,Ernakulam,Angamali,SHC,FWC Palissery,Rural
Kerala,Ernakulam,Angamali,SHC,FWC Parapuram,Rural
Kerala,Ernakulam,Angamali,SHC,FWC Piravoor,Rural
Kerala,Ernakulam,Parakkadav,SHC,FWC Poovathussery,Rural
Kerala,Ernakulam,Parakkadav,SHC,FWC Prasannapuram,Rural
Kerala,Ernakulam,Parakkadav,SHC,FWC Puliyanam,Rural
Kerala,Ernakulam,Angamali,SHC,FWC Puthiyedam,Rural
Kerala,Ernakulam,Parakkadav,SHC,FWC Puthuvasery,Rural
Kerala,Ernakulam,Angamali,SHC,FWC Shankarankuzhi,Rural
Kerala,Ernakulam,Vazhakkulam,SHC,FWC S N Puram,Rural
Kerala,Ernakulam,Parakkadav,SHC,FWC Sreeboothapuram,Rural
Kerala,Ernakulam,Angamali,SHC,FWC Thavalappara,Rural
Kerala,Ernakulam,Parakkadav,SHC,FWC Thekumbhagam,Rural
Kerala,Ernakulam,Angamali,SHC,FWC Thottakom,Rural
Kerala,Ernakulam,Vazhakkulam,SHC,FWC Thottumugham,Rural
Kerala,Ernakulam,Angamali,SHC,FWC Thuravoor,Rural
Kerala,Ernakulam,Angamali,SHC,FWC Thuravunkara,Rural
Kerala,Ernakulam,Angamali,SHC,FWC Thuruthu,Rural
Kerala,Ernakulam,Angamali,SHC,FWC Vathakkad,Rural
Kerala,Ernakulam,Angamali,SHC,FWC Vettilapara,Rural
Kerala,Ernakulam,Notmapped,SHC,UHWC ASSISSI,Urban
Kerala,Ernakulam,Notmapped,SHC,UHWC Champannoor,Urban
Kerala,Ernakulam,Notmapped,SHC,UHWC Ecolony,Urban
Kerala,Ernakulam,Notmapped,SHC,UHWC Thottakkattukara,Urban
Kerala,Ernakulam,Notmapped,SDH,TH Ankamaly,Urban
Kerala,Ernakulam,Notmapped,CHC,CHC Edappally,Urban
Kerala,Ernakulam,Mulanthuruthy,CHC,CHC Mulanthuruthy,Rural
Kerala,Ernakulam,Mulanthuruthy,CHC,CHC Poothotta,Rural
Kerala,Ernakulam,Mulanthuruthy,CHC,Keechery CHC,Rural
Kerala,Ernakulam,Notmapped,DH,GH Ernakulam,Urban
Kerala,Ernakulam,Notmapped,MC,MCH Kalamassery,Urban
Kerala,Ernakulam,Mulanthuruthy,PHC,Arakkunnam PHC,Rural
Kerala,Ernakulam,Edappally,PHC,Cheranalloor PHC,Rural
Kerala,Ernakulam,Mulanthuruthy,PHC,Chotanikkara PHC,Rural
Kerala,Ernakulam,Notmapped,PHC,Eroor PHC,Urban
Kerala,Ernakulam,Notmapped,PHC,Kakkanad PHC,Urban
Kerala,Ernakulam,Notmapped,PHC,Kalamasery PHC,Urban
Kerala,Ernakulam,Edappally,PHC,Mulavukad PHC,Rural
Kerala,Ernakulam,Notmapped,PHC,Nettoor PHC,Urban
Kerala,Ernakulam,Palluruthy,PHC,Panangad PHC,Rural
Kerala,Ernakulam,Notmapped,PHC,PHC Thrippunithura,Urban
Kerala,Ernakulam,Edappally,PHC,Pizhala PHC,Rural
Kerala,Ernakulam,Notmapped,PHC,Thiruvamkulam PHC,Urban
Kerala,Ernakulam,Mulanthuruthy,PHC,Thottoor PHC,Rural
Kerala,Ernakulam,Notmapped,PHC,Thrikkkakara PHC,Urban
Kerala,Ernakulam,Mulanthuruthy,PHC,Udayamperoor PHC,Rural
Kerala,Ernakulam,Notmapped,PHC,UPHC Chalikkavattom,Urban
Kerala,Ernakulam,Notmapped,PHC,UPHC Champakkara,Urban
Kerala,Ernakulam,Notmapped,PHC,UPHC Kadavanthra,Urban
Kerala,Ernakulam,Notmapped,PHC,UPHC Kalamassery,Urban
Kerala,Ernakulam,Notmapped,PHC,UPHC Kaloor,Urban
Kerala,Ernakulam,Notmapped,PHC,UPHC Kuthappady in Edappally,Urban
Kerala,Ernakulam,Notmapped,PHC,UPHC Ponnurunni,Urban
Kerala,Ernakulam,Notmapped,PHC,UPHC Thammanam in Edappally,Urban
Kerala,Ernakulam,Notmapped,PHC,UPHC Thripunithura,Urban
Kerala,Ernakulam,Notmapped,PHC,UPHC Trikkakara,Urban
Kerala,Ernakulam,Notmapped,PHC,UPHC Vennala in Edappally,Urban
Kerala,Ernakulam,Notmapped,PHC,Valanthakad PHC,Urban
Kerala,Ernakulam,Edappally,PHC,Vallarpadam PHC,Rural
Kerala,Ernakulam,Mulanthuruthy,SHC,FWC Arakkunam Maincentre,Rural
Kerala,Ernakulam,Notmapped,SHC,FWC Chembumukku,Urban
Kerala,Ernakulam,Edappally,SHC,FWC Chitoor,Rural
Kerala,Ernakulam,Notmapped,SHC,FWC Chittethukara,Urban
Kerala,Ernakulam,Mulanthuruthy,SHC,FWC Chotanikkara Maincentre,Rural
Kerala,Ernakulam,Edappally,SHC,FWC Edayakunnam,Rural
Kerala,Ernakulam,Mulanthuruthy,SHC,FWC G D Poothotta,Rural
Kerala,Ernakulam,Notmapped,SHC,FWC HMT Colony,Urban
Kerala,Ernakulam,Notmapped,SHC,FWC Irumbanam,Urban
Kerala,Ernakulam,Edappally,SHC,FWC Kadamakudy,Rural
Kerala,Ernakulam,Mulanthuruthy,SHC,FWC Kaipattoor,Rural
Kerala,Ernakulam,Notmapped,SHC,FWC Kaithavanapparambu,Urban
Kerala,Ernakulam,Notmapped,SHC,FWC Kalamasery 2,Urban
Kerala,Ernakulam,Mulanthuruthy,SHC,FWC Kandanad,Rural
Kerala,Ernakulam,Notmapped,SHC,FWC Kangarappady,Urban
Kerala,Ernakulam,Mulanthuruthy,SHC,FWC Kanjiramattom,Rural
Kerala,Ernakulam,Mulanthuruthy,SHC,FWC Karikode,Rural
Kerala,Ernakulam,Mulanthuruthy,SHC,FWC Keechery Main Centre,Rural
Kerala,Ernakulam,Edappally,SHC,FWC Kothad,Rural
Kerala,Ernakulam,Palluruthy,SHC,FWC Kumbalam North,Rural
Kerala,Ernakulam,Notmapped,SHC,FWC Kundanoor,Urban
Kerala,Ernakulam,Mulanthuruthy,SHC,FWC Kureekkad,Rural
Kerala,Ernakulam,Edappally,SHC,FWC Main Centre Cheranelloor,Rural
Kerala,Ernakulam,Notmapped,SHC,FWC Main Centre Kakkanad,Urban
Kerala,Ernakulam,Notmapped,SHC,FWC Main Centre Kalamasery,Urban
Kerala,Ernakulam,Edappally,SHC,FWC Main Centre Mulavukad,Rural
Kerala,Ernakulam,Notmapped,SHC,FWC Main Centre Nettoor,Urban
Kerala,Ernakulam,Palluruthy,SHC,FWC Main Centre Panangad,Rural
Kerala,Ernakulam,Edappally,SHC,FWC Main Centre Pizhala,Rural
Kerala,Ernakulam,Notmapped,SHC,FWC Main Centre Thiruvamkulam,Urban
Kerala,Ernakulam,Notmapped,SHC,FWC Main Centre Thrikkakara,Urban
Kerala,Ernakulam,Notmapped,SHC,FWC Main Centre Valanthakad,Urban
Kerala,Ernakulam,Edappally,SHC,FWC Main Centre Vallarpadam,Rural
Kerala,Ernakulam,Notmapped,SHC,FWC Maradu,Urban
Kerala,Ernakulam,Edappally,SHC,FWC Mulavukad,Rural
Kerala,Ernakulam,Notmapped,SHC,FWC Nettoor 2,Urban
Kerala,Ernakulam,Notmapped,SHC,FWC Nettoor North,Urban
Kerala,Ernakulam,Notmapped,SHC,FWC Palachuvadu,Urban
Kerala,Ernakulam,Edappally,SHC,FWC Panambukadu,Rural
Kerala,Ernakulam,Palluruthy,SHC,FWC Panangad North,Rural
Kerala,Ernakulam,Palluruthy,SHC,FWC Panangad South,Rural
Kerala,Ernakulam,Mulanthuruthy,SHC,FWC Parpamcode,Rural
Kerala,Ernakulam,Mulanthuruthy,SHC,FWC Perumpilly,Rural
Kerala,Ernakulam,Edappally,SHC,FWC Ponnarimangalam,Rural
Kerala,Ernakulam,Notmapped,SHC,FWC Poonithura,Urban
Kerala,Ernakulam,Mulanthuruthy,SHC,FWC Pulikkamali,Rural
Kerala,Ernakulam,Mulanthuruthy,SHC,FWC South Paravoor,Rural
Kerala,Ernakulam,Edappally,SHC,FWC Thaikkavu,Rural
Kerala,Ernakulam,Mulanthuruthy,SHC,FWC Thalakode,Rural
Kerala,Ernakulam,Notmapped,SHC,FWC Thengode,Urban
Kerala,Ernakulam,Notmapped,SHC,FWC Thiruvamkulam,Urban
Kerala,Ernakulam,Mulanthuruthy,SHC,FWC Thottoor Main Centre,Rural
Kerala,Ernakulam,Mulanthuruthy,SHC,FWC Udayamperoor,Rural
Kerala,Ernakulam,Mulanthuruthy,SHC,FWC Udayamperoor Maincentre,Rural
Kerala,Ernakulam,Notmapped,SHC,FWC Unichira,Urban
Kerala,Ernakulam,Notmapped,SHC,FWC Valanthakad,Urban
Kerala,Ernakulam,Notmapped,SHC,FWC Vattekunnam,Urban
Kerala,Ernakulam,Mulanthuruthy,SHC,FWC Veliyanadu,Rural
Kerala,Ernakulam,Edappally,SHC,Main centre Edapally,Urban
Kerala,Ernakulam,Notmapped,SHC,T O G colony,Urban
Kerala,Ernakulam,Notmapped,SHC,UHWC Choorakkad,Urban
Kerala,Ernakulam,Notmapped,SHC,UHWC Elamakkara,Urban
Kerala,Ernakulam,Notmapped,SHC,UHWC Elamkulam,Urban
Kerala,Ernakulam,Notmapped,SHC,UHWC GANDHINAGAR,Urban
Kerala,Ernakulam,Notmapped,SHC,UHWC HMT colony kalamassery,Urban
Kerala,Ernakulam,Notmapped,SHC,UHWC Kalathikuzhi,Urban
Kerala,Ernakulam,Notmapped,SHC,UHWC kathrikadav,Urban
Kerala,Ernakulam,Notmapped,SHC,UHWC Koonamthai,Urban
Kerala,Ernakulam,Notmapped,SHC,UHWC Kopparambu,Urban
Kerala,Ernakulam,Notmapped,SHC,UHWC Kunnumpuram,Urban
Kerala,Ernakulam,Notmapped,SHC,UHWC Nettoor,Urban
Kerala,Ernakulam,Notmapped,SHC,UHWC PACHALAM,Urban
Kerala,Ernakulam,Notmapped,SHC,UHWC Padivattom,Urban
Kerala,Ernakulam,Notmapped,SHC,UHWC PONNURUNNI,Urban
Kerala,Ernakulam,Notmapped,SHC,UHWC Puthukkalavattom,Urban
Kerala,Ernakulam,Notmapped,SHC,UHWC Ravipuram,Urban
Kerala,Ernakulam,Notmapped,SHC,UHWC Thattazham,Urban
Kerala,Ernakulam,Notmapped,SHC,UHWC Thuthiyoor,Urban
Kerala,Ernakulam,Notmapped,SHC,UHWC Vyttila,Urban
Kerala,Ernakulam,Notmapped,SDH,THQH Tripunitura,Urban
Kerala,Ernakulam,Palluruthy,CHC,Kumbalangi CHC,Rural
Kerala,Ernakulam,Edappally,CHC,Malippuram CHC,Rural
Kerala,Ernakulam,Notmapped,CHC,UCHC Thevara,Urban
Kerala,Ernakulam,Notmapped,DH,Women and Children Hospital Mattancherry,Urban
Kerala,Ernakulam,Vypeen,PHC,Ayyampilly PHC,Rural
Kerala,Ernakulam,Palluruthy,PHC,Chellanam PHC,Rural
Kerala,Ernakulam,Vypeen,PHC,Edavanakkad PHC,Rural
Kerala,Ernakulam,Palluruthy,PHC,Kandakadavu PHC,Rural
Kerala,Ernakulam,Vypeen,PHC,Munambam PHC,Rural
Kerala,Ernakulam,Vypeen,PHC,Nayarambalam PHC,Rural
Kerala,Ernakulam,Edappally,PHC,Puthuvyppu PHC,Rural
Kerala,Ernakulam,Notmapped,PHC,UPHC Edakochi,Urban
Kerala,Ernakulam,Notmapped,PHC,UPHC Mangattumukku,Urban
Kerala,Ernakulam,Notmapped,PHC,UPHC Moolamkuzhy,Urban
Kerala,Ernakulam,Notmapped,PHC,UPHC Pandikkudy,Urban
Kerala,Ernakulam,Vypeen,SHC,FWC Ayyampilly,Rural
Kerala,Ernakulam,Vypeen,SHC,FWC Chakkarakkadavu,Rural
Kerala,Ernakulam,Palluruthy,SHC,FWC Chellanam North,Rural
Kerala,Ernakulam,Palluruthy,SHC,FWC Chellanam South,Rural
Kerala,Ernakulam,Vypeen,SHC,FWC Cherai North,Rural
Kerala,Ernakulam,Vypeen,SHC,FWC Cherai South,Rural
Kerala,Ernakulam,Vypeen,SHC,FWC Edavanakkad,Rural
Kerala,Ernakulam,Vypeen,SHC,FWC Edavanakkad North,Rural
Kerala,Ernakulam,Vypeen,SHC,FWC Edavanakkad South,Rural
Kerala,Ernakulam,Palluruthy,SHC,FWC Ettunkal,Rural
Kerala,Ernakulam,Palluruthy,SHC,FWC Kannamali,Rural
Kerala,Ernakulam,Palluruthy,SHC,FWC Kattiparambu,Rural
Kerala,Ernakulam,Palluruthy,SHC,FWC Kumbalam South,Rural
Kerala,Ernakulam,Palluruthy,SHC,FWC Kumbalangi,Rural
Kerala,Ernakulam,Palluruthy,SHC,FWC Kumbalangi North,Rural
Kerala,Ernakulam,Palluruthy,SHC,FWC Kumbalangi South,Rural
Kerala,Ernakulam,Vypeen,SHC,FWC Kuzhuppilly,Rural
Kerala,Ernakulam,Palluruthy,SHC,FWC Main Centre Chellanam,Rural
Kerala,Ernakulam,Vypeen,SHC,FWC Main Centre Edavanakkad,Rural
Kerala,Ernakulam,Palluruthy,SHC,FWC Main Centre Kandakadavu,Rural
Kerala,Ernakulam,Palluruthy,SHC,FWC Main Centre Kumbalangi,Rural
Kerala,Ernakulam,Edappally,SHC,FWC Main Centre Malippuram,Rural
Kerala,Ernakulam,Vypeen,SHC,FWC Main CentreNayarambalam,Rural
Kerala,Ernakulam,Edappally,SHC,FWC Main Centre Puthuvyppu,Rural
